key,title,authors,year,journal,publisher,citations,url,tool
barsky2007cerebral,Cerebral: a Cytoscape plugin for layout of and interaction with biological networks using subcellular localization annotation,"Barsky, Aaron and Gardy, Jennifer L and Hancock, Robert EW and Munzner, Tamara",2007,Bioinformatics,Oxford University Press,176,https://academic.oup.com/bioinformatics/article-abstract/23/8/1040/199068,Cerebral
pinto2014stemcellnet,StemCellNet: an interactive platform for network-oriented investigations in stem cell biology,"Pinto, Jos{\'e} P and Reddy Kalathur, Ravi Kiran and Machado, Rui SR and Xavier, Joana M and Bragan{\c{c}}a, Jos{\'e} and Futschik, Matthias E",2014,Nucleic acids research,Oxford University Press,9,https://academic.oup.com/nar/article-abstract/42/W1/W154/2437924,StemCellNet
kling2015efficient,Efficient exploration of pan-cancer networks by generalized covariance selection and interactive web content,"Kling, Teresia and Johansson, Patrik and Sanchez, Jos{\'e} and Marinescu, Voichita D and J{\""o}rnsten, Rebecka and Nelander, Sven",2015,Nucleic acids research,Oxford University Press,12,https://academic.oup.com/nar/article-abstract/43/15/e98/2414280,CL
zhu2017subti,Subti Wiki in 2018: from genes and proteins to functional network annotation of the model organism Bacillus subtilis,"Zhu, Bingyao and St{\""u}lke, J{\""o}rg",2017,Nucleic acids research,Oxford University Press,4,https://academic.oup.com/nar/article-abstract/46/D1/D743/4372578,NetVis
pankow2016deep,Deep interactome profiling of membrane proteins by co-interacting protein identification technology,"Pankow, Sandra and Bamberger, Casimir and Calzolari, Diego and Bamberger, Andreas and Yates III, John R",2016,Nature protocols,Nature Publishing Group,4,https://www.nature.com/nprot/journal/v11/n12/abs/nprot.2016.140.html,RadialTopologyViewer
mrvar2016analysis,Analysis and visualization of large networks with program package Pajek,"Mrvar, Andrej and Batagelj, Vladimir",2016,Complex Adaptive Systems Modeling,Springer,23,https://link.springer.com/article/10.1186/s40294-016-0017-8,Pajek
batagelj2004pajek,Pajek—analysis and visualization of large networks,"Batagelj, Vladimir and Mrvar, Andrej",2004,,Springer,707,https://link.springer.com/content/pdf/10.1007/978-3-642-18638-7_4.pdf,Pajek
darzi2016towards,Towards biome-specific analysis of meta-omics data,"Darzi, Youssef and Falony, Gwen and Vieira-Silva, Sara and Raes, Jeroen",2016,The ISME journal,Nature Publishing Group,12,https://www.nature.com/articles/ismej2015188,GOmixer
handcock2008statnet,"statnet: Software tools for the representation, visualization, analysis and simulation of network data","Handcock, Mark S and Hunter, David R and Butts, Carter T and Goodreau, Steven M and Morris, Martina",2008,Journal of statistical software,NIH Public Access,594,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc2447931/,Statnet
kutmon2015pathvisio,PathVisio 3: an extendable pathway analysis toolbox,"Kutmon, Martina and van Iersel, Martijn P and Bohler, Anwesha and Kelder, Thomas and Nunes, Nuno and Pico, Alexander R and Evelo, Chris T",2015,PLoS computational biology,Public Library of Science,109,http://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1004085,PathVisio
van2008presenting,Presenting and exploring biological pathways with PathVisio,"van Iersel, Martijn P and Kelder, Thomas and Pico, Alexander R and Hanspers, Kristina and Coort, Susan and Conklin, Bruce R and Evelo, Chris",2008,BMC bioinformatics,BioMed Central,312,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-9-399,PathVisio
rohn2012vanted,VANTED v2: a framework for systems biology applications,"Rohn, Hendrik and Junker, Astrid and Hartmann, Anja and Grafahrend-Belau, Eva and Treutler, Hendrik and Klapperst{\""u}ck, Matthias and Czauderna, Tobias and Klukas, Christian and Schreiber, Falk",2012,BMC systems biology,BioMed Central,117,https://bmcsystbiol.biomedcentral.com/articles/10.1186/1752-0509-6-139,VANTED
junker2006vanted,VANTED: a system for advanced data analysis and visualization in the context of biological networks,"Junker, Bj{\""o}rn H and Klukas, Christian and Schreiber, Falk",2006,BMC bioinformatics,BioMed Central,399,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-7-109,VANTED
brown2009navigator,"NAViGaTOR: network analysis, visualization and graphing Toronto","Brown, Kevin R and Otasek, David and Ali, Muhammad and McGuffin, Michael J and Xie, Wing and Devani, Baiju and Toch, Ian Lawson van and Jurisica, Igor",2009,Bioinformatics,Oxford University Press,166,https://academic.oup.com/bioinformatics/article-abstract/25/24/3327/236345,NAViGaTOR
franz2015cytoscape,Cytoscape. js: a graph theory library for visualisation and analysis,"Franz, Max and Lopes, Christian T and Huck, Gerardo and Dong, Yue and Sumer, Onur and Bader, Gary D",2015,Bioinformatics,Oxford University Press,114,https://academic.oup.com/bioinformatics/article-abstract/32/2/309/1744007,Cytoscape.js
zhang2009kegggraph,KEGGgraph: a graph approach to KEGG PATHWAY in R and bioconductor,"Zhang, Jitao David and Wiemann, Stefan",2009,Bioinformatics,Oxford University Press,195,https://academic.oup.com/bioinformatics/article-abstract/25/11/1470/330944,KEGGgraph
garcia2006golorize,GOlorize: a Cytoscape plug-in for network visualization with Gene Ontology-based layout and coloring,"Garcia, Olivier and Saveanu, Cosmin and Cline, Melissa and Fromont-Racine, Micheline and Jacquier, Alain and Schwikowski, Benno and Aittokallio, Tero",2006,Bioinformatics,Oxford University Press,106,https://academic.oup.com/bioinformatics/article-abstract/23/3/394/236164,GOlorize
zhang2012mosaic,Mosaic: making biological sense of complex networks,"Zhang, Chao and Hanspers, Kristina and Kuchinsky, Allan and Salomonis, Nathan and Xu, Dong and Pico, Alexander R",2012,Bioinformatics,Oxford University Press,21,https://academic.oup.com/bioinformatics/article-abstract/28/14/1943/218846,MOSAIC
konig2012cysbml,CySBML: a Cytoscape plugin for SBML,"K{\""o}nig, Matthias and Dr{\""a}ger, Andreas and Holzh{\""u}tter, Hermann-Georg",2012,Bioinformatics,Oxford University Press,22,https://academic.oup.com/bioinformatics/article-abstract/28/18/2402/251682,CySBML
avey2017multiple,Multiple network-constrained regressions expand insights into influenza vaccination responses,"Avey, Stefan and Mohanty, Subhasis and Wilson, Jean and Zapata, Heidi and Joshi, Samit R and Siconolfi, Barbara and Tsang, Sui and Shaw, Albert C and Kleinstein, Steven H",2017,Bioinformatics,Oxford University Press,1,https://academic.oup.com/bioinformatics/article-abstract/33/14/i208/3953975,LogMiNeR
luna2015paxtoolsr,PaxtoolsR: pathway analysis in R using Pathway Commons,"Luna, Augustin and Babur, {\""O}zg{\""u}n and Aksoy, B{\""u}lent Arman and Demir, Emek and Sander, Chris",2015,Bioinformatics,Oxford University Press,7,https://academic.oup.com/bioinformatics/article-abstract/32/8/1262/1744516,PaxtoolsR
secrier2012arena3d,Arena3D: visualizing time-driven phenotypic differences in biological systems,"Secrier, Maria and Pavlopoulos, Georgios A and Aerts, Jan and Schneider, Reinhard",2012,BMC bioinformatics,BioMed Central,36,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-13-45,Arena3D
pavlopoulos2008arena3d,Arena3D: visualization of biological networks in 3D,"Pavlopoulos, Georgios A and O'Donoghue, Se{\'a}n I and Satagopam, Venkata P and Soldatos, Theodoros G and Pafilis, Evangelos and Schneider, Reinhard",2008,BMC systems biology,BioMed Central,92,https://bmcsystbiol.biomedcentral.com/articles/10.1186/1752-0509-2-104,Arena3D
su2010glay,GLay: community structure analysis of biological networks,"Su, Gang and Kuchinsky, Allan and Morris, John H and States, David J and Meng, Fan",2010,Bioinformatics,Oxford University Press,112,https://academic.oup.com/bioinformatics/article-abstract/26/24/3135/289729,GLay
van2012software,Software support for SBGN maps: SBGN-ML and LibSBGN,"Van Iersel, Martijn P and Vill{\'e}ger, Alice C and Czauderna, Tobias and Boyd, Sarah E and Bergmann, Frank T and Luna, Augustin and Demir, Emek and Sorokin, Anatoly and Dogrusoz, Ugur and Matsuoka, Yukiko and others",2012,Bioinformatics,Oxford University Press,64,https://academic.oup.com/bioinformatics/article-abstract/28/15/2016/236089,LibSBGN
kalinka2011linkcomm,"linkcomm: an R package for the generation, visualization, and analysis of link communities in networks of arbitrary size and type","Kalinka, Alex T and Tomancak, Pavel",2011,Bioinformatics,Oxford University Press,65,https://academic.oup.com/bioinformatics/article-abstract/27/14/2011/194743,linkcomm
vlasblom2006genepro,GenePro: a Cytoscape plug-in for advanced visualization and analysis of interaction networks,"Vlasblom, James and Wu, Samuel and Pu, Shuye and Superina, Mark and Liu, Gina and Orsi, Chris and Wodak, Shoshana J",2006,Bioinformatics,Oxford University Press,58,https://academic.oup.com/bioinformatics/article-abstract/22/17/2178/274415,GenePro
tan2013network2canvas,Network2Canvas: network visualization on a canvas with enrichment analysis,"Tan, Christopher M and Chen, Edward Y and Dannenfelser, Ruth and Clark, Neil R and Ma’ayan, Avi",2013,Bioinformatics,Oxford University Press,35,https://academic.oup.com/bioinformatics/article-abstract/29/15/1872/265896,N2C
morris2007structureviz,structureViz: linking Cytoscape and UCSF Chimera,"Morris, John H and Huang, Conrad C and Babbitt, Patricia C and Ferrin, Thomas E",2007,Bioinformatics,Oxford University Press,46,https://academic.oup.com/bioinformatics/article-abstract/23/17/2345/261785,structureViz
kincaid2008vistaclara,VistaClara: an expression browser plug-in for Cytoscape,"Kincaid, Robert and Kuchinsky, Allan and Creech, Michael",2008,Bioinformatics,Oxford University Press,27,https://academic.oup.com/bioinformatics/article-abstract/24/18/2112/191718,VistaClara
krishnamurthy2003pathways,Pathways database system: an integrated system for biological pathways,"Krishnamurthy, Larkshmi and Nadeau, J and Ozsoyoglu, Gultekin and Ozsoyoglu, M and Schaeffer, Greg and Tasan, Murat and Xu, Wanhong",2003,Bioinformatics,Oxford University Press,114,https://academic.oup.com/bioinformatics/article-abstract/19/8/930/235265,Pathways Database System
adler2007kegganim,KEGGanim: pathway animations for high-throughput data,"Adler, Priit and Reimand, J{\""u}ri and J{\""a}nes, J{\""u}rgen and Kolde, Raivo and Peterson, Hedi and Vilo, Jaak",2007,Bioinformatics,Oxford University Press,32,https://academic.oup.com/bioinformatics/article-abstract/24/4/588/206506,KEGGanim
holford2004vitapad,VitaPad: visualization tools for the analysis of pathway data,"Holford, Matthew and Li, Naixin and Nadkarni, Prakash and Zhao, Hongyu",2004,Bioinformatics,Oxford University Press,45,https://academic.oup.com/bioinformatics/article-abstract/21/8/1596/248950,VitaPad
kramer2012rbiopaxparser,"rBiopaxParser—an R package to parse, modify and visualize BioPAX data","Kramer, Frank and Bayerlov{\'a}, Michaela and Klemm, Florian and Bleckmann, Annalen and Bei{\ss}barth, Tim",2012,Bioinformatics,Oxford University Press,29,https://academic.oup.com/bioinformatics/article-abstract/29/4/520/197940,rBiopaxParser
klammer2008jsquid,jSquid: a Java applet for graphical on-line network exploration,"Klammer, Martin and Roopra, Sanjit and Sonnhammer, Erik LL",2008,Bioinformatics,Oxford University Press,20,https://academic.oup.com/bioinformatics/article-abstract/24/12/1467/196462,jSquid
arakelyan2013keggparser,KEGGParser: parsing and editing KEGG pathway maps in Matlab,"Arakelyan, Arsen and Nersisyan, Lilit",2013,Bioinformatics,Oxford University Press,21,https://academic.oup.com/bioinformatics/article-abstract/29/4/518/200267,KEGGParser
ludemann2004pavesy,PaVESy: pathway visualization and editing system,"L{\""u}demann, Alexander and Weicht, Daniel and Selbig, Joachim and Kopka, Joachim",2004,Bioinformatics,Oxford University Press,49,https://academic.oup.com/bioinformatics/article-abstract/20/16/2841/236356,PaVESy
luna2011pathvisio,PathVisio-MIM: PathVisio plugin for creating and editing molecular interaction maps (MIMs),"Luna, Augustin and Sunshine, Margot L and van Iersel, Martijn P and Aladjem, Mirit I and Kohn, Kurt W",2011,Bioinformatics,Oxford University Press,15,https://academic.oup.com/bioinformatics/article-abstract/27/15/2165/402836,PathVisio-MIM
villeger2010arcadia,Arcadia: a visualization tool for metabolic pathways,"Vill{\'e}ger, Alice C and Pettifer, Stephen R and Kell, Douglas B",2010,Bioinformatics,Oxford University Press,43,https://academic.oup.com/bioinformatics/article-abstract/26/11/1470/202925,Arcadia
scholtens2007estimating,Estimating node degree in bait-prey graphs,"Scholtens, Denise and Chiang, Tony and Huber, Wolfgang and Gentleman, Robert",2007,Bioinformatics,Oxford University Press,20,https://academic.oup.com/bioinformatics/article-abstract/24/2/218/227439,ppiData
florez2010cellpublisher,"CellPublisher: a web platform for the intuitive visualization and sharing of metabolic, signalling and regulatory pathways","Fl{\'o}rez, Lope A and Lammers, Christoph R and Michna, Raphael and St{\""u}lke, J{\""o}rg",2010,Bioinformatics,Oxford University Press,22,https://academic.oup.com/bioinformatics/article-abstract/26/23/2997/221369,CellPublisher
curtis2011tvnviewer,TVNViewer: an interactive visualization tool for exploring networks that change over time or space,"Curtis, Ross E and Yuen, Amos and Song, Le and Goyal, Anuj and Xing, Eric P",2011,Bioinformatics,Oxford University Press,14,https://academic.oup.com/bioinformatics/article-abstract/27/13/1880/184602,TVNViewer
mi2011biopax,BioPAX support in CellDesigner,"Mi, Huaiyu and Muruganujan, Anushya and Demir, Emek and Matsuoka, Yukiko and Funahashi, Akira and Kitano, Hiroaki and Thomas, Paul D",2011,Bioinformatics,Oxford University Press,13,https://academic.oup.com/bioinformatics/article-abstract/27/24/3437/306597,BioPAX translator
krause2013biographer,Biographer: web-based editing and rendering of SBGN compliant biochemical networks,"Krause, Falko and Schulz, Marvin and Ripkens, Ben and Fl{\""o}ttmann, Max and Krantz, Marcus and Klipp, Edda and Handorf, Thomas",2013,Bioinformatics,Oxford University Press,13,https://academic.oup.com/bioinformatics/article-abstract/29/11/1467/220361,Biographer
goenawan2016dynet,DyNet: visualization and analysis of dynamic molecular interaction networks,"Goenawan, Ivan H and Bryan, Kenneth and Lynn, David J",2016,Bioinformatics,Oxford University Press,18,https://academic.oup.com/bioinformatics/article-abstract/32/17/2713/2450724,DyNet
tripathi2014netbiov,NetBioV: an R package for visualizing large network data in biology and medicine,"Tripathi, Shailesh and Dehmer, Matthias and Emmert-Streib, Frank",2014,Bioinformatics,Oxford University Press,22,https://academic.oup.com/bioinformatics/article-abstract/30/19/2834/2422229,NetBioV
hurley2014nail,"NAIL, a software toolset for inferring, analyzing and visualizing regulatory networks","Hurley, Daniel G and Cursons, Joseph and Wang, Yi Kan and Budden, David M and Print, Cristin G and Crampin, Edmund J",2014,Bioinformatics,Oxford University Press,12,https://academic.oup.com/bioinformatics/article-abstract/31/2/277/2365502,NAIL
orlev2004pivot,PIVOT: protein interacions visualizatiOn tool,"Orlev, Nir and Shamir, Ron and Shiloh, Yosef",2004,Bioinformatics,Oxford University Press,29,https://academic.oup.com/bioinformatics/article-abstract/20/3/424/186326,PIVOT
chandan2011pathvisio,PathVisio-Validator: a rule-based validation plugin for graphical pathway notations,"Chandan, Kumar and van Iersel, Martijn P and Aladjem, Mirit I and Kohn, Kurt W and Luna, Augustin",2011,Bioinformatics,Oxford University Press,6,https://academic.oup.com/bioinformatics/article-abstract/28/6/889/309721,PathVisio-Validator
salavert2016web,Web-based network analysis and visualization using CellMaps,"Salavert, Francisco and Garc{\'\i}a-Alonso, Luz and S{\'a}nchez, Rub{\'e}n and Alonso, Roberto and Bleda, Marta and Medina, Ignacio and Dopazo, Joaqu{\'\i}n",2016,Bioinformatics,Oxford University Press,5,https://academic.oup.com/bioinformatics/article-abstract/32/19/3041/2196388,CellMaps
taylor2014genenet,GeneNet Toolbox for MATLAB: a flexible platform for the analysis of gene connectivity in biological networks,"Taylor, Avigail and Steinberg, Julia and Andrews, Tallulah S and Webber, Caleb",2014,Bioinformatics,Oxford University Press,7,https://academic.oup.com/bioinformatics/article-abstract/31/3/442/2366250,GeneNet
salwinski2007misink,The MiSink Plugin: Cytoscape as a graphical interface to the Database of Interacting Proteins,"Salwinski, Lukasz and Eisenberg, David",2007,Bioinformatics,Oxford University Press,16,https://academic.oup.com/bioinformatics/article-abstract/23/16/2193/198476,MiSink
bahceci2017pathwaymapper,PathwayMapper: a collaborative visual web editor for cancer pathways and genomic data,"Bahceci, Istemi and Dogrusoz, Ugur and La, Konnor C and Babur, {\""O}zg{\""u}n and Gao, Jianjiong and Schultz, Nikolaus",2017,Bioinformatics,Oxford University Press,6,https://academic.oup.com/bioinformatics/article-abstract/33/14/2238/3072875,PathwayMapper
kochanczyk2017spatkin,SPATKIN: a simulator for rule-based modeling of biomolecular site dynamics on surfaces,"Kocha{\'n}czyk, Marek and Hlavacek, William S and Lipniacki, Tomasz",2017,Bioinformatics,Oxford University Press,3,https://academic.oup.com/bioinformatics/article-abstract/33/22/3667/3977846,SPATKIN
kanai2018grimon,Grimon: Graphical interface to visualize multi-omics networks,"Kanai, Masahiro and Maeda, Yuichi and Okada, Yukinori and Hancock, John",2018,Bioinformatics,,0,https://academic.oup.com/bioinformatics/advance-article-abstract/doi/10.1093/bioinformatics/bty488/5040322,Grimon
chua2017trove,TROVE: a user-friendly tool for visualizing and analyzing cancer hallmarks in signaling networks,"Chua, Huey Eng and Bhowmick, Sourav S and Zheng, Jie",2017,Bioinformatics,Oxford University Press,0,https://academic.oup.com/bioinformatics/article-abstract/34/2/314/4209992,TROVE
li2017dynetviewer,"DyNetViewer: a Cytoscape app for dynamic network construction, analysis and visualization","Li, Min and Yang, Jie and Wu, Fang-Xiang and Pan, Yi and Wang, Jianxin",2017,Bioinformatics,Oxford University Press,6,https://academic.oup.com/bioinformatics/article-abstract/34/9/1597/4774298,DyNetViewer
salviato2016simpathy,simPATHy: a new method for simulating data from perturbed biological PATHways,"Salviato, Elisa and Djordjilovi{\'c}, Vera and Chiogna, Monica and Romualdi, Chiara",2016,Bioinformatics,Oxford University Press,1,https://academic.oup.com/bioinformatics/article-abstract/33/3/456/2585047,simPATHy
schwab2016visibool,ViSiBooL—visualization and simulation of Boolean networks with temporal constraints,"Schwab, Julian and Burkovski, Andre and Siegle, Lea and M{\""u}ssel, Christoph and Kestler, Hans A",2016,Bioinformatics,Oxford University Press,7,https://academic.oup.com/bioinformatics/article-abstract/33/4/601/2593908,ViSiBooL
ghosh2018slide,SLIDE--a web-based tool for interactive visualization of large-scale--omics data,"Ghosh, Soumita and Datta, Abhik and Tan, Kaisen and Choi, Hyungwon and Stegle, Oliver",2018,Bioinformatics,,0,https://academic.oup.com/bioinformatics/advance-article-abstract/doi/10.1093/bioinformatics/bty534/5046258,SLIDE
schafer2016visualgraphx,VisualGraphX: interactive graph visualization within Galaxy,"Sch{\""a}fer, Richard A and Vo{\ss}, Bj{\""o}rn",2016,Bioinformatics,Oxford University Press,1,https://academic.oup.com/bioinformatics/article-abstract/32/22/3525/2525593,VISUALGRAPHX
cromar2015hyperscape,Hyperscape: visualization for complex biological networks,"Cromar, Graham L and Zhao, Anthony and Yang, Alex and Parkinson, John",2015,Bioinformatics,Oxford University Press,4,https://academic.oup.com/bioinformatics/article-abstract/31/20/3390/196136,Hyperscape
psomopoulos2017biopaxviz,BioPAXViz: a cytoscape application for the visual exploration of metabolic pathway evolution,"Psomopoulos, Fotis E and Vitsios, Dimitrios M and Baichoo, Shakuntala and Ouzounis, Christos A",2017,Bioinformatics,Oxford University Press,3,https://academic.oup.com/bioinformatics/article/2902713,BioPAXViz
rosenthal2017interactive,Interactive network visualization in Jupyter notebooks: visJS2jupyter,"Rosenthal, Sara Brin and Len, Julia and Webster, Mikayla and Gary, Aaron and Birmingham, Amanda and Fisch, Kathleen M",2017,Bioinformatics,Oxford University Press,2,https://academic.oup.com/bioinformatics/article-abstract/34/1/126/4158037,visJS2jupyter
soto2017litpathexplorer,LitPathExplorer: a confidence-based visual text analytics tool for exploring literature-enriched pathway models,"Soto, Axel J and Zerva, Chrysoula and Batista-Navarro, Riza and Ananiadou, Sophia",2017,Bioinformatics,Oxford University Press,1,https://academic.oup.com/bioinformatics/article-abstract/34/8/1389/4708301,LitPathExplorer
calderone2018spv,SPV: a JavaScript Signaling Pathway Visualizer,"Calderone, Alberto and Cesareni, Gianni",2018,Bioinformatics,Oxford University Press,0,https://academic.oup.com/bioinformatics/advance-article-pdf/doi/10.1093/bioinformatics/bty188/24543827/bty188.pdf,SPV
katari2010virtualplant,VirtualPlant: a software platform to support systems biology research,"Katari, Manpreet S and Nowicki, Steve D and Aceituno, Felipe F and Nero, Damion and Kelfer, Jonathan and Thompson, Lee Parnell and Cabello, Juan M and Davidson, Rebecca S and Goldberg, Arthur P and Shasha, Dennis E and others",2010,Plant physiology,Am Soc Plant Biol,194,http://www.plantphysiol.org/content/152/2/500.short,VirtualPlant
nepomnyachiy2015cytostruct,CyToStruct: augmenting the network visualization of cytoscape with the power of molecular viewers,"Nepomnyachiy, Sergey and Ben-Tal, Nir and Kolodny, Rachel",2015,Structure,Elsevier,9,https://www.sciencedirect.com/science/article/pii/S0969212615000763,CyToStruct
doutreligne2015unitymol,UnityMol: interactive and ludic visual manipulation of coarse-grained RNA and other biomolecules,"Doutreligne, Sebastien and Gageat, Cedric and Cragnolini, Tristan and Taly, Antoine and Pasquali, Samuela and Derreumaux, Philippe and Baaden, Marc",2015,,,2,https://ieeexplore.ieee.org/abstract/document/7151718/,UnityMol
doutreligne2014unitymol,UnityMol: Interactive scientific visualization for integrative biology,"Doutreligne, S{\'e}bastien and Cragnolini, Tristan and Pasquali, Samuela and Derreumaux, Philippe and Baaden, Marc",2014,,,8,https://ieeexplore.ieee.org/abstract/document/7013213/,UnityMol
king2015escher,"Escher: a web application for building, sharing, and embedding data-rich visualizations of biological pathways","King, Zachary A and Dr{\""a}ger, Andreas and Ebrahim, Ali and Sonnenschein, Nikolaus and Lewis, Nathan E and Palsson, Bernhard O",2015,PLoS computational biology,Public Library of Science,72,http://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1004321,Escher
moghadam2017piil,PiiL: visualization of DNA methylation and gene expression data in gene pathways,"Moghadam, Behrooz Torabi and Zamani, Neda and Komorowski, Jan and Grabherr, Manfred",2017,BMC genomics,BioMed Central,0,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-017-3950-9,PiiL
kaever2015marvis,MarVis-Pathway: integrative and exploratory pathway analysis of non-targeted metabolomics data,"Kaever, Alexander and Landesfeind, Manuel and Feussner, Kirstin and Mosblech, Alina and Heilmann, Ingo and Morgenstern, Burkhard and Feussner, Ivo and Meinicke, Peter",2015,Metabolomics,Springer,41,https://link.springer.com/article/10.1007/s11306-014-0734-y,MarVis-Pathway
heberle2017cellnetvis,CellNetVis: a web tool for visualization of biological networks using force-directed layout constrained by cellular components,"Heberle, Henry and Carazzolle, Marcelo Falsarella and Telles, Guilherme P and Meirelles, Gabriela Vaz and Minghim, Rosane",2017,BMC bioinformatics,BioMed Central,4,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-017-1787-5,CellNetVis
li2017cytocluster,CytoCluster: A Cytoscape Plugin for Cluster Analysis and Visualization of Biological Networks,"Li, Min and Li, Dongyan and Tang, Yu and Wu, Fangxiang and Wang, Jianxin",2017,International journal of molecular sciences,Multidisciplinary Digital Publishing Institute,2,https://www.mdpi.com/1422-0067/18/9/1880/htm,CytoCluster
kono2009pathway,Pathway projector: web-based zoomable pathway browser using KEGG atlas and Google Maps API,"Kono, Nobuaki and Arakawa, Kazuharu and Ogawa, Ryu and Kido, Nobuhiro and Oshita, Kazuki and Ikegami, Keita and Tamaki, Satoshi and Tomita, Masaru",2009,PloS one,Public Library of Science,93,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0007710,Pathway Projector
handen2015lens,LENS: web-based lens for enrichment and network studies of human proteins,"Handen, Adam and Ganapathiraju, Madhavi K",2015,BMC medical genomics,BioMed Central,16,https://bmcmedgenomics.biomedcentral.com/articles/10.1186/1755-8794-8-S4-S2,LENS
mustafin2017orthoscape,Orthoscape: a cytoscape application for grouping and visualization KEGG based gene networks by taxonomy and homology principles,"Mustafin, Zakhar Sergeevich and Lashin, Sergey Alexandrovich and Matushkin, Yury Georgievich and Gunbin, Konstantin Vladimirovich and Afonnikov, Dmitry Arkadievich",2017,BMC bioinformatics,BioMed Central,4,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-016-1427-5,Orthoscape
gratzl2014domino,"Domino: Extracting, comparing, and manipulating subsets across multiple tabular datasets","Gratzl, Samuel and Gehlenborg, Nils and Lex, Alexander and Pfister, Hanspeter and Streit, Marc",2014,IEEE Transactions on Visualization \& Computer Graphics,IEEE,33,https://ieeexplore.ieee.org/iel7/2945/4359476/06875920.pdf,Domino
abby2014macsyfinder,MacSyFinder: a program to mine genomes for molecular systems with an application to CRISPR-Cas systems,"Abby, Sophie S and N{\'e}ron, Bertrand and M{\'e}nager, Herv{\'e} and Touchon, Marie and Rocha, Eduardo PC",2014,PloS one,Public Library of Science,30,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0110726,MacSyView
niederer2018taco,Taco: Visualizing changes in tables over time,"Niederer, Christina and Stitz, Holger and Hourieh, Reem and Grassinger, Florian and Aigner, Wolfgang and Streit, Marc",2018,IEEE Transactions on Visualization \& Computer Graphics,IEEE,4,https://ieeexplore.ieee.org/iel7/2945/4359476/08017626.pdf,TACO
new2008dynamic,Dynamic visualization of coexpression in systems genetics data,"New, Joshua and Kendall, Wesley and Huang, Jian and Chesler, Elissa",2008,IEEE transactions on visualization and computer graphics,IEEE,7,https://ieeexplore.ieee.org/abstract/document/4492772/,SeeGraph
gerasch2014bina,BiNA: a visual analytics tool for biological network data,"Gerasch, Andreas and Faber, Daniel and K{\""u}ntzer, Jan and Niermann, Peter and Kohlbacher, Oliver and Lenhof, Hans-Peter and Kaufmann, Michael",2014,PloS one,Public Library of Science,26,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0087397,BiNA
secrier2013phenotimer,PhenoTimer: software for the visual mapping of time-resolved phenotypic landscapes,"Secrier, Maria and Schneider, Reinhard",2013,PloS one,Public Library of Science,2,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0072361,PhenoTimer
sari2015sbgnviz,SBGNViz: a tool for visualization and complexity management of SBGN process description maps,"Sari, Mecit and Bahceci, Istemi and Dogrusoz, Ugur and Sumer, Selcuk Onur and Aksoy, B{\""u}lent Arman and Babur, {\""O}zg{\""u}n and Demir, Emek",2015,PloS one,Public Library of Science,14,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0128985,SBGNViz
morris2011clustermaker,clusterMaker: a multi-algorithm clustering plugin for Cytoscape,"Morris, John H and Apeltsin, Leonard and Newman, Aaron M and Baumbach, Jan and Wittkop, Tobias and Su, Gang and Bader, Gary D and Ferrin, Thomas E",2011,BMC bioinformatics,BioMed Central,214,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-12-436,clusterMaker
shannon2013rcytoscape,RCytoscape: tools for exploratory network analysis,"Shannon, Paul T and Grimes, Mark and Kutlu, Burak and Bot, Jan J and Galas, David J",2013,BMC bioinformatics,BioMed Central,69,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-14-217,RCytoscape
garcia2010biana,Biana: a software framework for compiling biological interactions and analyzing networks,"Garcia-Garcia, Javier and Guney, Emre and Aragues, Ramon and Planas-Iglesias, Joan and Oliva, Baldo",2010,BMC bioinformatics,BioMed Central,63,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-11-56,BIANA
luna2011formal,"A formal MIM specification and tools for the common exchange of MIM diagrams: an XML-Based format, an API, and a validation method","Luna, Augustin and Karac, Evrim I and Sunshine, Margot and Chang, Lucas and Nussinov, Ruth and Aladjem, Mirit I and Kohn, Kurt W",2011,BMC bioinformatics,BioMed Central,21,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-12-167,MIM API
salazar2014web,A web-based protein interaction network visualizer,"Salazar, Gustavo A and Meintjes, Ayton and Mazandu, Gaston K and Rapano{\""e}l, Holifidy A and Akinola, Richard O and Mulder, Nicola J",2014,BMC bioinformatics,BioMed Central,19,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-15-129,PINV
